a,b,c,d,e,f,g,h,i,FE
2.00,4.00,5.00,1.00,0.00,2.00,2.00,1.00,0.00,41.80
3.80,6.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,36.40
3.70,6.00,6.00,0.00,0.00,2.00,2.00,1.00,1.00,34.73
3.70,6.00,7.00,1.00,0.00,2.00,2.00,1.00,1.00,37.07
2.50,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,36.29
2.50,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,40.82
5.00,8.00,8.00,1.00,0.00,2.00,2.00,1.00,0.00,32.09
4.70,8.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,26.56
1.60,4.00,6.00,1.00,0.00,2.00,2.00,1.00,1.00,47.20
1.60,4.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,44.57
2.40,4.00,5.00,0.00,0.00,2.00,2.00,0.00,1.00,38.60
3.80,6.00,6.00,0.00,0.00,2.00,2.00,0.00,1.00,34.60
3.50,6.00,1.00,1.00,0.00,2.00,2.00,1.00,0.00,38.02
2.20,4.00,5.00,0.00,0.00,2.00,2.00,1.00,0.00,51.90
1.60,4.00,4.00,1.00,0.00,2.00,2.00,1.00,0.00,42.10
2.40,4.00,4.00,1.00,0.00,2.00,2.00,1.00,0.00,40.20
1.50,4.00,4.00,1.00,0.00,2.00,2.00,1.00,0.00,48.86
2.50,5.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,40.80
3.00,6.00,7.00,0.00,0.00,2.00,2.00,1.00,0.00,35.00
6.80,8.00,6.00,0.00,0.00,1.00,1.00,0.00,0.00,21.01
6.00,12.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,23.80
3.00,6.00,6.00,0.00,0.00,2.00,2.00,1.00,1.00,38.79
3.00,6.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,35.71
3.00,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,34.29
4.00,8.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,28.40
4.00,8.00,7.00,1.00,0.00,2.00,2.00,1.00,0.00,27.97
1.60,4.00,5.00,0.00,0.00,2.00,2.00,1.00,0.00,48.90
3.60,6.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,40.40
3.60,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,40.00
6.20,8.00,6.00,0.00,0.00,1.00,1.00,0.00,0.00,33.80
6.20,8.00,6.00,1.00,0.00,1.00,1.00,1.00,0.00,35.20
3.50,6.00,6.00,1.00,0.00,2.00,2.00,0.00,0.00,37.60
5.70,8.00,6.00,0.00,0.00,1.00,1.00,1.00,0.00,33.60
2.00,4.00,4.00,1.00,0.00,2.00,2.00,0.00,0.00,47.33
2.40,4.00,5.00,0.00,0.00,2.00,2.00,1.00,1.00,43.50
3.50,6.00,6.00,0.00,0.00,2.00,2.00,1.00,1.00,35.50
1.60,4.00,5.00,0.00,0.00,2.00,2.00,1.00,0.00,48.20
1.60,4.00,5.00,0.00,0.00,2.00,2.00,1.00,0.00,50.82
1.60,4.00,4.00,1.00,0.00,2.00,2.00,1.00,0.00,50.27
1.60,4.00,5.00,0.00,0.00,2.00,2.00,1.00,0.00,48.32
2.00,4.00,5.00,0.00,0.00,2.00,2.00,1.00,0.00,46.44
3.00,6.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,35.80
3.00,6.00,7.00,1.00,0.00,2.00,2.00,1.00,0.00,35.73
3.50,6.00,7.00,1.00,0.00,2.00,2.00,1.00,0.00,35.90
3.50,6.00,7.00,1.00,0.00,2.00,2.00,1.00,0.00,34.60
5.50,8.00,7.00,1.00,0.00,2.00,2.00,1.00,0.00,29.20
6.00,12.00,5.00,1.00,0.00,2.00,1.00,1.00,0.00,23.40
5.50,8.00,7.00,1.00,0.00,2.00,2.00,1.00,0.00,29.00
6.30,8.00,7.00,1.00,0.00,2.00,2.00,1.00,0.00,24.82
2.00,4.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,34.90
2.40,4.00,5.00,0.00,0.00,2.00,2.00,1.00,0.00,38.88
2.00,4.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,31.10
3.50,6.00,4.00,1.00,0.00,1.00,1.00,1.00,0.00,40.30
3.50,6.00,4.00,1.00,0.00,1.00,1.00,1.00,0.00,41.20
3.60,6.00,4.00,1.00,0.00,2.00,2.00,1.00,0.00,31.00
2.00,4.00,6.00,1.00,0.00,2.00,2.00,0.00,0.00,38.46
2.50,4.00,4.00,1.00,0.00,2.00,2.00,1.00,0.00,32.91
2.40,4.00,1.00,0.00,0.00,2.00,2.00,1.00,0.00,40.83
2.40,4.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,43.00
2.00,4.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,41.52
3.60,6.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,33.50
2.40,5.00,5.00,1.00,0.00,2.00,2.00,1.00,0.00,39.35
2.50,5.00,5.00,1.00,0.00,2.00,2.00,1.00,0.00,40.60
2.40,5.00,5.00,1.00,0.00,2.00,2.00,1.00,0.00,39.35
2.50,5.00,5.00,1.00,0.00,2.00,2.00,1.00,0.00,40.60
2.50,5.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,40.40
3.70,6.00,5.00,1.00,0.00,2.00,2.00,1.00,1.00,34.30
3.20,6.00,1.00,0.00,0.00,2.00,2.00,1.00,1.00,38.90
3.00,6.00,6.00,1.00,0.00,2.00,2.00,1.00,1.00,34.78
3.00,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,34.29
5.00,10.00,7.00,1.00,0.00,2.00,2.00,1.00,0.00,23.62
3.00,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,36.10
3.00,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,34.40
3.00,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,38.30
3.60,6.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,34.90
3.60,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,40.00
3.00,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,36.10
3.60,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,40.00
3.60,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,37.20
2.40,4.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,46.80
3.60,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,35.60
2.70,6.00,4.00,1.00,0.00,2.00,2.00,0.00,0.00,38.30
5.70,12.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,21.70
5.70,12.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,21.30
3.00,6.00,6.00,1.00,1.00,2.00,2.00,1.00,0.00,35.47
2.50,4.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,40.20
2.50,4.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,47.65
2.00,4.00,5.00,0.00,0.00,2.00,2.00,1.00,0.00,48.20
2.00,4.00,5.00,0.00,0.00,2.00,2.00,1.00,0.00,49.22
3.70,6.00,7.00,1.00,0.00,2.00,2.00,1.00,1.00,37.07
3.70,6.00,7.00,1.00,0.00,2.00,2.00,1.00,1.00,35.16
4.20,8.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,34.49
5.00,8.00,6.00,1.00,0.00,2.00,2.00,1.00,1.00,32.67
3.50,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,38.30
3.50,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,34.75
4.60,8.00,8.00,1.00,0.00,2.00,2.00,1.00,0.00,33.55
2.50,4.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,42.91
2.50,4.00,6.00,0.00,1.00,2.00,2.00,1.00,0.00,40.20
2.50,4.00,6.00,0.00,1.00,2.00,2.00,1.00,0.00,44.20
3.50,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,37.40
2.50,4.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,40.19
3.50,6.00,7.00,1.00,0.00,2.00,2.00,1.00,0.00,36.20
3.50,6.00,7.00,1.00,0.00,2.00,2.00,1.00,0.00,33.20
5.50,8.00,7.00,1.00,0.00,2.00,2.00,1.00,0.00,33.00
5.50,8.00,7.00,1.00,0.00,2.00,2.00,1.00,0.00,32.30
2.40,4.00,4.00,1.00,0.00,2.00,2.00,0.00,1.00,42.21
3.50,6.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,37.95
2.00,4.00,1.00,1.00,0.00,2.00,2.00,1.00,0.00,47.51
2.50,4.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,39.60
2.50,4.00,1.00,1.00,0.00,2.00,2.00,1.00,0.00,42.70
1.60,4.00,4.00,1.00,0.00,2.00,2.00,1.00,0.00,46.50
1.80,4.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,44.20
3.60,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,35.60
2.50,4.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,45.06
2.40,4.00,1.00,0.00,0.00,2.00,2.00,1.00,0.00,48.20
4.40,8.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,30.80
4.20,8.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,31.50
4.40,8.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,27.70
3.90,6.00,4.00,1.00,0.00,1.00,1.00,1.00,0.00,37.30
4.60,8.00,4.00,1.00,0.00,2.00,2.00,0.00,0.00,31.90
4.60,8.00,4.00,1.00,0.00,2.00,2.00,0.00,0.00,31.90
3.50,6.00,4.00,1.00,0.00,1.00,1.00,1.00,0.00,40.30
3.50,6.00,4.00,1.00,0.00,1.00,1.00,1.00,0.00,41.20
3.50,6.00,5.00,1.00,0.00,2.00,2.00,0.00,0.00,32.10
3.50,6.00,4.00,1.00,0.00,2.00,2.00,0.00,0.00,34.20
3.50,6.00,4.00,1.00,0.00,2.00,2.00,0.00,0.00,34.20
3.50,6.00,5.00,1.00,0.00,2.00,2.00,0.00,0.00,32.10
4.60,8.00,4.00,1.00,1.00,1.00,1.00,0.00,0.00,33.31
3.50,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,37.40
3.50,6.00,5.00,1.00,0.00,2.00,2.00,1.00,1.00,41.20
2.40,4.00,5.00,1.00,0.00,2.00,2.00,1.00,0.00,44.40
3.30,6.00,5.00,1.00,0.00,2.00,2.00,1.00,0.00,40.10
4.50,8.00,5.00,1.00,0.00,2.00,2.00,1.00,0.00,29.60
5.00,8.00,6.00,1.00,0.00,2.00,2.00,1.00,1.00,31.07
6.00,12.00,5.00,1.00,0.00,2.00,1.00,1.00,0.00,21.70
5.50,8.00,7.00,1.00,0.00,2.00,2.00,1.00,0.00,29.80
6.30,8.00,7.00,1.00,0.00,2.00,2.00,1.00,0.00,24.60
6.00,12.00,5.00,1.00,0.00,2.00,1.00,1.00,0.00,23.10
4.80,8.00,7.00,1.00,0.00,2.00,2.00,1.00,1.00,32.03
6.60,12.00,8.00,1.00,0.00,2.00,2.00,1.00,0.00,27.30
2.00,4.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,38.87
2.00,4.00,6.00,0.00,0.00,2.00,2.00,0.00,0.00,60.10
2.00,4.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,37.10
3.00,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,38.30
3.60,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,37.00
2.00,4.00,5.00,0.00,0.00,2.00,2.00,1.00,0.00,43.90
2.40,4.00,1.00,1.00,0.00,2.00,2.00,1.00,0.00,35.30
2.40,4.00,5.00,0.00,0.00,2.00,2.00,1.00,0.00,40.10
1.50,4.00,5.00,1.00,0.00,2.00,2.00,1.00,0.00,49.30
2.40,4.00,1.00,0.00,0.00,2.00,2.00,1.00,0.00,37.49
1.80,4.00,4.00,1.00,0.00,2.00,2.00,1.00,0.00,43.70
1.80,4.00,5.00,0.00,0.00,2.00,2.00,1.00,0.00,44.80
2.40,4.00,5.00,1.00,0.00,2.00,2.00,1.00,0.00,40.00
2.40,4.00,5.00,0.00,0.00,2.00,2.00,1.00,0.00,38.60
2.40,4.00,4.00,1.00,0.00,2.00,2.00,1.00,0.00,35.59
2.00,4.00,5.00,1.00,0.00,2.00,2.00,0.00,0.00,37.50
2.50,4.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,31.80
2.00,4.00,1.00,1.00,0.00,2.00,2.00,1.00,0.00,40.23
1.80,4.00,4.00,1.00,0.00,2.00,2.00,1.00,0.00,43.63
1.80,4.00,5.00,0.00,0.00,2.00,2.00,1.00,0.00,44.74
2.40,4.00,4.00,1.00,0.00,2.00,2.00,1.00,0.00,38.70
2.00,4.00,6.00,0.00,0.00,2.00,2.00,0.00,0.00,58.54
2.50,5.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,40.02
2.40,5.00,5.00,1.00,0.00,2.00,2.00,1.00,0.00,39.35
2.40,4.00,4.00,1.00,0.00,2.00,2.00,1.00,0.00,37.07
2.70,6.00,5.00,1.00,0.00,2.00,2.00,1.00,0.00,35.90
2.00,4.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,42.00
3.70,5.00,4.00,1.00,0.00,2.00,2.00,0.00,0.00,31.82
3.70,5.00,4.00,1.00,0.00,2.00,2.00,0.00,0.00,27.00
3.70,5.00,4.00,1.00,0.00,2.00,2.00,0.00,0.00,31.60
2.30,4.00,5.00,1.00,1.00,2.00,2.00,0.00,0.00,32.82
4.00,6.00,5.00,0.00,1.00,1.00,1.00,0.00,0.00,28.60
3.70,5.00,4.00,1.00,0.00,2.00,2.00,0.00,0.00,27.00
2.90,4.00,5.00,0.00,0.00,2.00,2.00,0.00,0.00,35.50
2.50,4.00,5.00,0.00,0.00,2.00,2.00,1.00,0.00,31.70
2.70,4.00,5.00,0.00,0.00,2.00,2.00,1.00,0.00,36.15
4.00,6.00,5.00,1.00,0.00,2.00,2.00,1.00,0.00,29.20
2.90,4.00,5.00,0.00,0.00,2.00,2.00,0.00,0.00,34.10
3.70,5.00,4.00,1.00,0.00,2.00,2.00,0.00,0.00,29.80
3.70,5.00,4.00,1.00,0.00,2.00,2.00,0.00,0.00,29.80
2.90,4.00,4.00,1.00,0.00,2.00,2.00,0.00,0.00,32.40
3.70,5.00,4.00,1.00,0.00,2.00,2.00,0.00,0.00,31.39
4.00,6.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,26.82
4.00,6.00,5.00,1.00,0.00,2.00,2.00,1.00,0.00,26.38
2.70,4.00,5.00,0.00,0.00,2.00,2.00,1.00,0.00,30.30
4.80,8.00,4.00,1.00,0.00,1.00,1.00,1.00,0.00,26.23
5.30,8.00,6.00,1.00,0.00,1.00,1.00,1.00,0.00,30.40
3.70,6.00,4.00,1.00,0.00,1.00,1.00,0.00,0.00,28.10
3.70,6.00,4.00,1.00,0.00,1.00,1.00,0.00,0.00,27.80
4.70,8.00,5.00,1.00,0.00,1.00,1.00,0.00,0.00,25.60
5.70,8.00,5.00,1.00,0.00,1.00,1.00,1.00,0.00,27.10
4.00,6.00,5.00,1.00,1.00,1.00,1.00,0.00,0.00,27.80
4.80,8.00,4.00,1.00,0.00,1.00,1.00,1.00,0.00,26.21
5.30,8.00,6.00,1.00,0.00,1.00,1.00,1.00,0.00,29.36
6.20,8.00,6.00,1.00,0.00,1.00,1.00,1.00,0.00,26.10
6.00,8.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,30.50
5.60,8.00,5.00,1.00,0.00,2.00,2.00,1.00,0.00,25.01
4.60,8.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,28.02
5.70,8.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,25.56
4.80,8.00,4.00,1.00,0.00,1.00,1.00,1.00,0.00,24.15
6.00,8.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,30.30
4.60,8.00,6.00,1.00,0.00,2.00,1.00,0.00,0.00,27.11
4.80,8.00,4.00,1.00,0.00,1.00,1.00,1.00,0.00,24.15
6.20,8.00,6.00,1.00,0.00,1.00,1.00,1.00,0.00,25.80
5.30,8.00,4.00,1.00,0.00,1.00,1.00,1.00,0.00,22.30
5.60,8.00,5.00,1.00,0.00,2.00,2.00,1.00,0.00,23.06
5.70,8.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,24.00
4.30,6.00,4.00,1.00,0.00,1.00,1.00,0.00,0.00,27.60
5.30,8.00,4.00,1.00,0.00,1.00,1.00,1.00,0.00,22.90
5.30,8.00,4.00,1.00,0.00,1.00,1.00,1.00,0.00,22.90
2.00,4.00,4.00,1.00,1.00,2.00,2.00,0.00,0.00,35.00
3.30,6.00,4.00,1.00,0.00,1.00,1.00,0.00,0.00,33.10
3.80,6.00,6.00,1.00,0.00,1.00,1.00,0.00,0.00,31.90
4.00,6.00,6.00,1.00,0.00,2.00,2.00,0.00,0.00,35.20
3.50,6.00,5.00,1.00,0.00,2.00,2.00,1.00,0.00,35.50
3.50,6.00,5.00,1.00,0.00,2.00,2.00,1.00,0.00,32.40
3.80,6.00,6.00,1.00,0.00,1.00,1.00,0.00,0.00,31.90
3.60,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,33.00
6.20,8.00,6.00,1.00,0.00,1.00,1.00,1.00,0.00,28.40
6.20,8.00,6.00,1.00,0.00,1.00,1.00,1.00,0.00,26.00
5.30,8.00,6.00,1.00,0.00,1.00,1.00,1.00,0.00,28.99
2.00,4.00,4.00,1.00,0.00,2.00,2.00,1.00,0.00,40.30
2.00,4.00,5.00,0.00,0.00,2.00,2.00,1.00,0.00,40.60
2.40,4.00,5.00,0.00,0.00,2.00,2.00,1.00,0.00,41.90
2.20,4.00,5.00,0.00,0.00,2.00,2.00,1.00,0.00,45.00
5.40,8.00,6.00,1.00,0.00,2.00,1.00,0.00,0.00,27.00
5.30,8.00,6.00,1.00,0.00,1.00,1.00,1.00,0.00,28.99
2.40,4.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,45.10
2.40,4.00,5.00,0.00,0.00,2.00,2.00,1.00,1.00,31.90
3.50,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,36.40
2.00,4.00,5.00,0.00,0.00,2.00,2.00,1.00,0.00,40.24
5.70,8.00,5.00,1.00,0.00,1.00,1.00,1.00,0.00,27.10
2.00,4.00,5.00,0.00,0.00,2.00,2.00,1.00,0.00,40.24
2.00,4.00,1.00,1.00,0.00,2.00,2.00,1.00,0.00,38.00
2.40,4.00,5.00,0.00,0.00,2.00,2.00,1.00,0.00,39.20
2.40,4.00,1.00,1.00,0.00,2.00,2.00,1.00,0.00,34.70
3.80,6.00,4.00,1.00,0.00,1.00,1.00,0.00,0.00,28.20
3.80,6.00,5.00,1.00,0.00,2.00,2.00,1.00,0.00,29.50
4.60,8.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,29.90
2.00,4.00,5.00,0.00,0.00,2.00,2.00,1.00,0.00,35.30
2.70,6.00,4.00,1.00,0.00,2.00,2.00,0.00,0.00,32.70
3.50,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,34.50
3.50,6.00,6.00,1.00,1.00,2.00,2.00,1.00,0.00,32.20
2.30,4.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,34.70
3.70,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,30.50
4.00,6.00,5.00,1.00,1.00,1.00,1.00,0.00,0.00,27.80
3.80,6.00,4.00,1.00,0.00,2.00,2.00,0.00,1.00,29.81
5.60,8.00,5.00,1.00,0.00,2.00,2.00,1.00,0.00,25.20
4.00,6.00,5.00,1.00,0.00,2.00,2.00,1.00,0.00,29.90
4.00,6.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,28.05
3.60,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,33.00
3.60,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,33.00
2.40,4.00,5.00,0.00,0.00,2.00,2.00,1.00,0.00,35.81
2.70,4.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,37.80
2.70,4.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,40.60
3.50,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,36.60
2.00,4.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,34.10
3.20,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,29.70
3.50,6.00,6.00,1.00,0.00,2.00,2.00,1.00,1.00,28.70
4.20,8.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,24.60
4.40,8.00,7.00,1.00,0.00,2.00,2.00,1.00,0.00,26.60
3.00,6.00,6.00,1.00,0.00,2.00,2.00,1.00,1.00,33.00
3.00,6.00,6.00,1.00,0.00,2.00,2.00,0.00,0.00,36.56
4.40,8.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,24.90
2.80,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,30.30
3.00,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,31.30
3.00,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,33.10
5.30,8.00,6.00,1.00,0.00,1.00,1.00,1.00,0.00,29.00
3.50,6.00,6.00,1.00,1.00,2.00,2.00,0.00,0.00,31.40
2.50,4.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,36.03
3.00,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,31.39
2.50,4.00,1.00,0.00,0.00,2.00,2.00,1.00,0.00,37.90
3.50,6.00,6.00,1.00,1.00,2.00,2.00,1.00,0.00,30.20
5.30,8.00,6.00,1.00,0.00,1.00,1.00,1.00,0.00,29.00
2.40,4.00,5.00,1.00,0.00,2.00,2.00,1.00,1.00,33.50
3.50,6.00,5.00,1.00,0.00,2.00,2.00,1.00,1.00,30.50
2.40,4.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,39.20
2.40,4.00,1.00,1.00,0.00,2.00,2.00,1.00,0.00,33.60
3.70,6.00,4.00,1.00,0.00,1.00,1.00,0.00,0.00,28.50
2.40,4.00,5.00,0.00,0.00,2.00,2.00,1.00,0.00,38.60
2.40,4.00,1.00,1.00,0.00,2.00,2.00,1.00,0.00,33.60
3.80,6.00,4.00,1.00,0.00,1.00,1.00,0.00,0.00,26.56
5.00,8.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,23.57
3.50,6.00,1.00,0.00,0.00,2.00,2.00,1.00,0.00,38.72
3.50,6.00,6.00,1.00,1.00,2.00,2.00,1.00,0.00,29.98
2.30,4.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,31.70
3.00,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,32.10
5.40,8.00,5.00,1.00,0.00,2.00,1.00,1.00,0.00,20.70
5.50,8.00,7.00,1.00,0.00,2.00,2.00,1.00,0.00,23.20
2.50,4.00,1.00,1.00,0.00,2.00,2.00,1.00,0.00,35.86
4.00,6.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,27.18
3.60,6.00,6.00,1.00,0.00,2.00,2.00,1.00,1.00,27.58
4.80,8.00,6.00,1.00,0.00,2.00,2.00,1.00,1.00,25.78
3.60,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,31.60
3.50,6.00,6.00,1.00,0.00,1.00,1.00,1.00,0.00,32.20
2.50,4.00,5.00,0.00,0.00,2.00,2.00,0.00,1.00,37.07
2.50,4.00,4.00,1.00,0.00,2.00,2.00,1.00,0.00,32.91
3.60,6.00,5.00,1.00,0.00,2.00,2.00,0.00,1.00,29.50
2.40,4.00,4.00,1.00,0.00,2.00,2.00,1.00,0.00,32.28
4.00,6.00,5.00,1.00,0.00,2.00,2.00,1.00,0.00,30.00
